model,condition,mean_regret,std_regret,mean_slack,mean_comp_pol,mean_comp_pred,mean_comp_mis,ratio_pol,ratio_pred,ratio_mis,mean_rho
gpt-4o,Baseline,1.418957142856793,0.6377728603719756,1.448875876962344,0.10938714718473122,0.510750445956141,2.247695426678264,0.038142788101250706,0.17809629864306126,0.7837609132556881,1.8711117796687926
gpt-4o,Targeted,1.5501666666660165,0.5844607226394732,1.544792535875998,0.10938714718473122,0.5391803779288732,2.44639167742841,0.035343647533346206,0.17421243468606068,0.7904439177805931,1.8941385194625353
gpt-4o,NonTargeted,1.3955199999997,0.6017482543587096,1.4591813243957816,0.10938714718473122,0.544127467876197,2.2011867093345527,0.038318245852881065,0.19060749481083555,0.7710742593362834,1.9166416062527751
