condition,mean_regret,mean_comp_pred,mean_comp_mis,mean_comp_pol,ratio_pred,ratio_mis,ratio_pol
Baseline,0.8125357109490576,0.40170419374030447,2.199602735769961,0.5250029251013242,0.12849148434463542,0.7035779682955444,0.16793054735982021
Targeted,0.77100000000009,0.4365414347556727,2.1344227170022245,0.5250029251013242,0.14100325485325663,0.6894203536452143,0.16957639150152917
NonTargeted,0.8307333333333432,0.3767031127602316,2.272315475809361,0.5250029251013242,0.11868322603918185,0.7159105462966169,0.16540622766420118
